resent_deserve,resent_slavery,resent_try,resent_workway,ofcrec_vp_correct,ofcrec_speaker_correct,ofcrec_cj_correct,knowl_senmaj,knowl_housemaj,gender_respondent_x,sample_region,relig_church,pid_self,paprofile_libcon_self,dem_edugroup_x,dem_raceeth_x,dem_age_r_x,inc_incgroup_pre,ftcasi_black,egal_equal,egal_toofar,egal_bigprob,egal_worryless,egal_notbigprob,egal_fewerprobs,govrole_big,govrole_market,paprofile_freqpolit_socmedia,knowl_senmaj_f,knowl_housemaj_f,pid_dum_dem,female,south,soph,egal_scale,econ_indiv,resent_deserve_f,resent_slavery_f,resent_try_f,resent_workway_f,year,resent_deserve_m,resent_try_m,resent_workway_m,resent_slavery_m
5,3,3,3,0,0,0,0,0,2,2,2,3,5,1,1,41,1,50,4,3,4,3,3,4,0,0,5,Incorrect,Incorrect,0,1,0,0,0.7,0,Disagree Strongly,Neither,Neither,Neither,2012,5,3,3,3
2,2,1,2,1,0,1,1,1,2,3,2,3,2,3,1,47,25,80,5,5,4,5,5,5,0,0,5,Correct,Correct,0,1,1,0.8,0.9666666666666667,0,Agree,Agree,Disagree Strongly,Disagree,2012,2,1,2,2
4,4,4,5,1,0,0,0,1,1,1,2,3,4,1,1,46,15,30,5,2,2,3,4,4,0,0,5,Incorrect,Correct,0,0,0,0.4,0.6666666666666666,0,Disagree,Disagree,Agree,Agree Strongly,2012,4,4,5,4
4,4,4,4,1,1,1,1,1,1,2,1,2,6,4,1,33,20,50,3,3,2,2,1,2,1,1,4,Correct,Correct,0,0,0,1,0.43333333333333335,1,Disagree,Disagree,Agree,Agree,2012,4,4,4,4
4,4,2,4,0,0,0,1,1,2,1,2,3,6,1,1,52,1,85,5,4,2,4,4,5,0,0,3,Correct,Correct,0,1,0,0.4,0.8,0,Disagree,Disagree,Disagree,Agree,2012,4,2,4,4
4,2,3,4,1,1,0,1,1,2,2,2,1,3,4,1,58,21,70,5,4,4,4,2,4,0,0,2,Correct,Correct,1,1,0,0.8,0.7666666666666667,0,Disagree,Agree,Neither,Agree,2012,4,3,4,2
3,3,3,3,1,0,0,0,1,2,1,1,2,6,4,1,26,1,60,5,5,4,5,5,1,1,1,5,Incorrect,Correct,0,1,0,0.4,0.8333333333333334,1,Neither,Neither,Neither,Neither,2012,3,3,3,3
4,4,2,4,1,1,1,1,1,2,3,2,3,4,2,1,59,12,100,5,5,2,4,5,5,0,0,5,Correct,Correct,0,1,1,1,0.8666666666666667,0,Disagree,Disagree,Disagree,Agree,2012,4,2,4,4
4,3,3,4,1,1,1,1,1,1,2,1,2,4,4,1,58,21,50,4,3,3,3,4,4,0,1,4,Correct,Correct,0,0,0,1,0.7,0.5,Disagree,Neither,Neither,Agree,2012,4,3,4,3
5,4,3,5,1,0,0,1,1,2,1,2,3,4,5,1,51,25,50,5,3,3,3,3,3,1,1,3,Correct,Correct,0,1,0,0.6,0.6666666666666666,1,Disagree Strongly,Disagree,Neither,Agree Strongly,2012,5,3,5,4
3,2,3,4,1,0,0,0,1,1,2,1,1,4,2,1,65,12,15,4,3,3,3,4,4,1,0,4,Incorrect,Correct,1,0,0,0.4,0.7,0.5,Neither,Agree,Neither,Agree,2012,3,3,4,2
3,3,3,3,1,0,0,1,1,1,3,2,3,4,2,1,65,3,50,4,2,3,3,3,3,1,1,4,Correct,Correct,0,0,1,0.6,0.6,1,Neither,Neither,Neither,Neither,2012,3,3,3,3
3,2,4,2,1,1,0,1,1,1,3,1,2,6,3,1,55,5,50,4,4,4,4,4,4,1,1,3,Correct,Correct,0,0,1,0.8,0.8,1,Neither,Agree,Agree,Disagree,2012,3,4,2,2
3,3,3,3,1,1,1,1,1,2,1,1,3,3,4,1,26,21,65,2,4,2,3,4,3,0,0,5,Correct,Correct,0,1,0,1,0.6,0,Neither,Neither,Neither,Neither,2012,3,3,3,3
5,5,5,5,1,0,0,0,1,2,1,1,3,6,2,1,67,21,40,4,4,2,4,3,4,1,0,5,Incorrect,Correct,0,1,0,0.4,0.7,0.5,Disagree Strongly,Disagree Strongly,Agree Strongly,Agree Strongly,2012,5,5,5,5
5,4,4,5,1,1,1,1,1,2,2,2,3,5,4,1,35,15,70,2,3,2,2,3,3,1,1,2,Correct,Correct,0,1,0,1,0.5,1,Disagree Strongly,Disagree,Agree,Agree Strongly,2012,5,4,5,4
3,2,1,4,1,0,0,1,1,1,2,1,1,3,5,1,31,15,70,5,4,4,4,5,2,1,0,2,Correct,Correct,1,0,0,0.6,0.8,0.5,Neither,Agree,Disagree Strongly,Agree,2012,3,1,4,2
2,2,3,2,1,1,1,1,1,1,1,2,3,5,5,1,34,28,50,4,3,2,4,4,3,1,0,5,Correct,Correct,0,0,0,1,0.6666666666666666,0.5,Agree,Agree,Neither,Disagree,2012,2,3,2,2
4,4,4,5,0,1,0,1,0,2,4,1,2,6,2,1,82,11,85,3,2,4,2,4,2,0,1,4,Correct,Incorrect,0,1,0,0.4,0.5666666666666667,0.5,Disagree,Disagree,Agree,Agree Strongly,2012,4,4,5,4
5,5,4,5,1,1,0,1,0,1,3,2,1,4,3,1,31,15,85,4,2,3,2,4,3,1,0,4,Correct,Incorrect,1,0,1,0.6,0.6,0.5,Disagree Strongly,Disagree Strongly,Agree,Agree Strongly,2012,5,4,5,5
5,4,3,4,1,1,0,1,1,1,3,2,2,5,5,1,69,24,40,2,2,2,2,1,2,1,1,5,Correct,Correct,0,0,1,0.8,0.36666666666666664,1,Disagree Strongly,Disagree,Neither,Agree,2012,5,3,4,4
5,5,4,4,1,0,0,1,0,1,1,2,2,4,2,1,46,12,50,4,3,2,2,4,2,1,0,4,Correct,Incorrect,0,0,0,0.4,0.5666666666666667,0.5,Disagree Strongly,Disagree Strongly,Agree,Agree,2012,5,4,4,5
3,2,3,4,1,1,0,1,1,1,2,2,3,3,3,1,29,11,50,5,3,4,4,3,4,1,0,3,Correct,Correct,0,0,0,0.8,0.7666666666666667,0.5,Neither,Agree,Neither,Agree,2012,3,3,4,2
4,4,4,5,1,1,0,0,1,2,1,1,2,5,2,1,81,13,60,5,4,2,2,4,4,1,1,2,Incorrect,Correct,0,1,0,0.6,0.7,1,Disagree,Disagree,Agree,Agree Strongly,2012,4,4,5,4
5,5,4,4,1,1,0,1,1,1,3,2,2,4,4,1,56,19,70,4,4,2,4,3,3,1,1,4,Correct,Correct,0,0,1,0.8,0.6666666666666666,1,Disagree Strongly,Disagree Strongly,Agree,Agree,2012,5,4,4,5
4,2,2,3,1,0,1,0,0,1,4,2,3,6,4,1,64,13,85,4,4,3,4,4,4,0,0,4,Incorrect,Incorrect,0,0,0,0.4,0.7666666666666667,0,Disagree,Agree,Disagree,Neither,2012,4,2,3,2
5,3,4,5,1,1,1,1,1,2,3,1,1,4,3,1,60,22,70,5,2,4,3,4,3,1,0,4,Correct,Correct,1,1,1,1,0.7,0.5,Disagree Strongly,Neither,Agree,Agree Strongly,2012,5,4,5,3
3,2,3,3,1,0,0,1,1,1,1,2,3,4,3,1,40,22,70,4,3,3,3,3,4,1,1,3,Correct,Correct,0,0,0,0.6,0.6666666666666666,1,Neither,Agree,Neither,Neither,2012,3,3,3,2
5,5,5,5,1,0,0,0,1,1,1,2,3,6,3,1,79,13,70,5,3,2,2,4,2,1,1,2,Incorrect,Correct,0,0,0,0.4,0.6,1,Disagree Strongly,Disagree Strongly,Agree Strongly,Agree Strongly,2012,5,5,5,5
2,1,1,2,1,1,1,1,1,1,4,2,1,1,2,1,55,9,75,5,5,5,5,5,5,0,0,4,Correct,Correct,1,0,0,1,1,0,Agree,Agree Strongly,Disagree Strongly,Disagree,2012,2,1,2,1
5,5,3,4,1,1,1,1,1,1,1,2,2,4,4,1,35,18,30,3,2,2,4,2,3,0,0,4,Correct,Correct,0,0,0,1,0.5333333333333333,0,Disagree Strongly,Disagree Strongly,Neither,Agree,2012,5,3,4,5
2,2,4,2,1,1,1,1,1,1,3,1,2,5,4,1,50,25,50,4,4,4,3,4,3,1,1,4,Correct,Correct,0,0,1,1,0.7333333333333333,1,Agree,Agree,Agree,Disagree,2012,2,4,2,2
2,2,2,4,1,1,1,1,1,1,3,2,3,4,5,1,62,26,50,5,5,1,4,3,4,0,0,2,Correct,Correct,0,0,1,1,0.7333333333333333,0,Agree,Agree,Disagree,Agree,2012,2,2,4,2
4,4,3,5,1,1,0,1,1,2,4,1,3,4,3,1,54,12,70,4,2,2,3,4,3,0,1,5,Correct,Correct,0,1,0,0.8,0.6,0.5,Disagree,Disagree,Neither,Agree Strongly,2012,4,3,5,4
4,3,4,4,1,0,0,1,0,1,4,2,3,2,3,1,60,1,60,4,2,3,3,3,3,1,1,5,Correct,Incorrect,0,0,0,0.4,0.6,1,Disagree,Neither,Agree,Agree,2012,4,4,4,3
5,5,4,5,1,0,0,1,1,2,3,1,2,5,3,1,46,13,85,2,1,1,4,3,1,1,0,2,Correct,Correct,0,1,1,0.6,0.4,0.5,Disagree Strongly,Disagree Strongly,Agree,Agree Strongly,2012,5,4,5,5
3,4,2,3,1,1,1,0,1,2,3,2,2,4,2,1,49,27,50,4,4,3,3,3,3,1,0,3,Incorrect,Correct,0,1,1,0.8,0.6666666666666666,0.5,Neither,Disagree,Disagree,Neither,2012,3,2,3,4
4,4,5,4,1,1,1,1,1,2,3,1,1,4,2,1,59,12,85,5,4,4,2,2,4,0,0,5,Correct,Correct,1,1,1,1,0.7,0,Disagree,Disagree,Agree Strongly,Agree,2012,4,5,4,4
5,4,4,4,1,1,0,1,0,2,1,2,3,4,3,1,55,27,50,4,2,3,2,3,3,1,1,3,Correct,Incorrect,0,1,0,0.6,0.5666666666666667,1,Disagree Strongly,Disagree,Agree,Agree,2012,5,4,4,4
3,2,3,4,1,0,1,1,0,2,2,1,2,4,1,1,81,5,60,4,1,5,2,2,5,1,1,2,Correct,Incorrect,0,1,0,0.6,0.6333333333333333,1,Neither,Agree,Neither,Agree,2012,3,3,4,2
4,2,4,4,1,1,1,1,1,1,2,1,2,6,3,1,64,20,70,1,2,2,2,4,1,1,1,4,Correct,Correct,0,0,0,1,0.4,1,Disagree,Agree,Agree,Agree,2012,4,4,4,2
5,3,4,4,1,1,0,0,0,2,4,1,2,6,3,1,63,14,50,5,3,4,3,3,3,1,1,3,Incorrect,Incorrect,0,1,0,0.4,0.7,1,Disagree Strongly,Neither,Agree,Agree,2012,5,4,4,3
2,2,4,4,0,0,0,0,0,2,4,2,1,3,2,1,35,1,50,4,4,4,4,2,4,1,0,2,Incorrect,Incorrect,1,1,0,0,0.7333333333333333,0.5,Agree,Agree,Agree,Agree,2012,2,4,4,2
4,5,4,5,1,1,1,1,1,1,3,1,3,6,3,1,37,21,40,3,2,2,2,2,4,1,1,4,Correct,Correct,0,0,1,1,0.5,1,Disagree,Disagree Strongly,Agree,Agree Strongly,2012,4,4,5,5
4,4,3,4,1,1,1,1,1,2,2,2,3,4,2,1,44,3,70,5,4,4,5,4,3,1,1,5,Correct,Correct,0,1,0,1,0.8333333333333334,1,Disagree,Disagree,Neither,Agree,2012,4,3,4,4
4,2,4,5,1,1,0,1,1,2,1,1,2,6,3,1,66,27,40,5,4,4,3,5,4,1,0,5,Correct,Correct,0,1,0,0.8,0.8333333333333334,0.5,Disagree,Agree,Agree,Agree Strongly,2012,4,4,5,2
4,5,4,5,1,0,0,0,0,2,1,1,2,6,2,1,68,1,100,3,3,3,3,4,2,1,1,5,Incorrect,Incorrect,0,1,0,0.2,0.6,1,Disagree,Disagree Strongly,Agree,Agree Strongly,2012,4,4,5,5
5,5,5,5,1,1,0,1,1,1,4,1,2,6,1,1,79,13,85,5,2,2,4,3,4,1,0,3,Correct,Correct,0,0,0,0.8,0.6666666666666666,0.5,Disagree Strongly,Disagree Strongly,Agree Strongly,Agree Strongly,2012,5,5,5,5
4,4,4,4,0,0,0,0,1,2,3,2,3,6,2,1,56,1,50,4,4,3,3,3,3,1,0,3,Incorrect,Correct,0,1,1,0.2,0.6666666666666666,0.5,Disagree,Disagree,Agree,Agree,2012,4,4,4,4
4,2,2,5,1,1,1,0,1,1,2,1,1,3,4,1,48,25,50,4,2,2,2,2,3,1,0,1,Incorrect,Correct,1,0,0,0.8,0.5,0.5,Disagree,Agree,Disagree,Agree Strongly,2012,4,2,5,2
5,4,5,5,1,0,0,1,0,2,1,2,1,4,4,1,22,26,85,5,3,3,3,1,3,0,0,4,Correct,Incorrect,1,1,0,0.4,0.6,0,Disagree Strongly,Disagree,Agree Strongly,Agree Strongly,2012,5,5,5,4
5,5,5,5,1,0,0,0,0,2,3,1,3,4,4,1,44,14,30,4,3,3,3,3,3,1,0,5,Incorrect,Incorrect,0,1,1,0.2,0.6333333333333333,0.5,Disagree Strongly,Disagree Strongly,Agree Strongly,Agree Strongly,2012,5,5,5,5
5,4,4,5,1,1,1,1,1,1,4,2,3,7,3,1,66,21,40,4,3,4,3,3,3,1,1,5,Correct,Correct,0,0,0,1,0.6666666666666666,1,Disagree Strongly,Disagree,Agree,Agree Strongly,2012,5,4,5,4
4,2,4,3,1,1,1,0,1,1,3,2,2,5,4,1,44,24,50,4,3,2,3,2,2,1,1,4,Incorrect,Correct,0,0,1,0.8,0.5333333333333333,1,Disagree,Agree,Agree,Neither,2012,4,4,3,2
4,4,3,4,1,0,0,0,1,1,2,2,3,4,5,1,37,24,70,4,3,4,3,3,3,1,0,5,Incorrect,Correct,0,0,0,0.4,0.6666666666666666,0.5,Disagree,Disagree,Neither,Agree,2012,4,3,4,4
5,4,4,5,1,1,1,1,1,1,4,2,2,7,2,1,67,16,85,4,1,2,1,2,3,1,1,5,Correct,Correct,0,0,0,1,0.43333333333333335,1,Disagree Strongly,Disagree,Agree,Agree Strongly,2012,5,4,5,4
3,3,3,3,1,1,1,1,1,2,2,2,3,3,5,1,60,20,70,4,4,3,4,4,4,1,0,2,Correct,Correct,0,1,0,1,0.7666666666666667,0.5,Neither,Neither,Neither,Neither,2012,3,3,3,3
5,5,5,4,1,0,0,1,0,1,3,1,3,2,5,1,33,24,50,3,2,4,3,4,4,1,1,3,Correct,Incorrect,0,0,1,0.4,0.6666666666666666,1,Disagree Strongly,Disagree Strongly,Agree Strongly,Agree,2012,5,5,4,5
5,2,4,4,1,1,1,1,1,2,1,1,1,2,2,1,88,25,70,5,5,4,5,3,4,0,0,4,Correct,Correct,1,1,0,1,0.8666666666666667,0,Disagree Strongly,Agree,Agree,Agree,2012,5,4,4,2
5,2,5,5,1,1,1,1,1,2,2,1,2,6,2,1,75,6,70,3,2,2,2,3,3,1,1,3,Correct,Correct,0,1,0,1,0.5,1,Disagree Strongly,Agree,Agree Strongly,Agree Strongly,2012,5,5,5,2
5,5,5,5,1,0,0,0,1,2,3,2,1,5,2,1,50,23,100,5,5,4,4,5,4,0,1,3,Incorrect,Correct,1,1,1,0.4,0.9,0.5,Disagree Strongly,Disagree Strongly,Agree Strongly,Agree Strongly,2012,5,5,5,5
3,3,2,4,1,0,0,1,1,2,4,2,1,3,2,1,33,19,50,4,3,4,3,4,3,1,0,5,Correct,Correct,1,1,0,0.6,0.7,0.5,Neither,Neither,Disagree,Agree,2012,3,2,4,3
4,4,4,4,1,0,0,1,1,2,3,1,2,5,5,1,48,26,70,4,2,2,2,3,2,0,0,5,Correct,Correct,0,1,1,0.6,0.5,0,Disagree,Disagree,Agree,Agree,2012,4,4,4,4
4,5,4,3,1,0,1,1,1,1,3,1,3,6,2,1,76,2,70,5,4,5,3,3,3,1,1,4,Correct,Correct,0,0,1,0.8,0.7666666666666667,1,Disagree,Disagree Strongly,Agree,Neither,2012,4,4,3,5
3,4,3,3,1,1,1,1,1,1,2,2,1,3,5,1,67,15,50,3,3,3,3,3,3,0,0,2,Correct,Correct,1,0,0,1,0.6,0,Neither,Disagree,Neither,Neither,2012,3,3,3,4
5,4,4,4,1,0,0,0,1,1,2,2,2,3,3,1,33,21,35,2,4,2,2,2,4,0,1,4,Incorrect,Correct,0,0,0,0.4,0.5333333333333333,0.5,Disagree Strongly,Disagree,Agree,Agree,2012,5,4,4,4
4,5,4,4,1,0,1,1,0,2,4,1,1,3,3,1,25,21,60,5,5,2,5,5,4,0,0,4,Correct,Incorrect,1,1,0,0.6,0.8666666666666667,0,Disagree,Disagree Strongly,Agree,Agree,2012,4,4,4,5
4,4,3,4,1,0,0,0,1,2,2,1,2,6,3,1,27,1,100,2,3,3,3,4,3,1,1,3,Incorrect,Correct,0,1,0,0.4,0.6,1,Disagree,Disagree,Neither,Agree,2012,4,3,4,4
2,1,1,1,1,1,1,1,1,1,3,1,1,2,5,1,64,22,70,5,5,4,5,5,5,0,0,2,Correct,Correct,1,0,1,1,0.9666666666666667,0,Agree,Agree Strongly,Disagree Strongly,Disagree Strongly,2012,2,1,1,1
3,2,1,2,1,1,1,1,1,1,3,1,3,4,3,1,46,12,80,5,5,4,5,3,4,0,0,5,Correct,Correct,0,0,1,1,0.8666666666666667,0,Neither,Agree,Disagree Strongly,Disagree,2012,3,1,2,2
3,2,4,4,0,0,0,1,1,2,3,2,3,1,1,1,40,15,85,5,2,3,3,3,4,1,1,2,Correct,Correct,0,1,1,0.4,0.6666666666666666,1,Neither,Agree,Agree,Agree,2012,3,4,4,2
5,2,4,5,1,0,0,1,0,1,1,2,3,4,2,1,33,15,30,4,3,4,2,4,4,1,0,5,Correct,Incorrect,0,0,0,0.4,0.7,0.5,Disagree Strongly,Agree,Agree,Agree Strongly,2012,5,4,5,2
5,5,2,4,1,0,0,0,1,1,1,2,1,5,2,1,58,23,70,5,2,3,3,4,4,1,0,4,Incorrect,Correct,1,0,0,0.4,0.7,0.5,Disagree Strongly,Disagree Strongly,Disagree,Agree,2012,5,2,4,5
4,3,4,4,1,0,1,0,0,2,4,1,3,6,3,1,37,24,100,4,2,2,1,3,4,1,1,5,Incorrect,Incorrect,0,1,0,0.4,0.5333333333333333,1,Disagree,Neither,Agree,Agree,2012,4,4,4,3
4,4,4,3,1,0,1,1,1,1,4,1,2,5,2,1,74,11,70,4,2,2,3,3,3,1,1,4,Correct,Correct,0,0,0,0.8,0.5666666666666667,1,Disagree,Disagree,Agree,Neither,2012,4,4,3,4
4,4,4,5,1,1,0,1,0,2,3,2,2,6,1,1,61,5,60,3,2,3,3,3,3,1,1,5,Correct,Incorrect,0,1,1,0.6,0.5666666666666667,1,Disagree,Disagree,Agree,Agree Strongly,2012,4,4,5,4
4,5,4,4,1,0,0,1,1,1,1,1,2,6,3,1,57,25,50,3,3,2,2,3,3,1,1,4,Correct,Correct,0,0,0,0.6,0.5333333333333333,1,Disagree,Disagree Strongly,Agree,Agree,2012,4,4,4,5
3,5,5,5,1,0,0,1,1,1,3,2,3,4,2,1,69,3,40,5,2,4,2,2,5,0,0,5,Correct,Correct,0,0,1,0.6,0.6666666666666666,0,Neither,Disagree Strongly,Agree Strongly,Agree Strongly,2012,3,5,5,5
5,4,5,5,1,0,1,1,1,1,2,2,3,6,3,1,55,18,50,4,2,2,3,4,4,1,1,1,Correct,Correct,0,0,0,0.8,0.6333333333333333,1,Disagree Strongly,Disagree,Agree Strongly,Agree Strongly,2012,5,5,5,4
5,5,3,5,1,1,1,1,1,1,1,1,3,4,3,1,38,20,50,3,2,2,2,2,4,1,1,1,Correct,Correct,0,0,0,1,0.5,1,Disagree Strongly,Disagree Strongly,Neither,Agree Strongly,2012,5,3,5,5
5,5,5,5,1,1,1,1,1,2,3,1,2,7,1,1,57,17,85,1,1,1,1,1,1,1,1,4,Correct,Correct,0,1,1,1,0.2,1,Disagree Strongly,Disagree Strongly,Agree Strongly,Agree Strongly,2012,5,5,5,5
3,2,4,4,1,1,1,1,1,1,3,1,3,6,4,1,78,23,100,5,5,4,3,2,4,1,1,2,Correct,Correct,0,0,1,1,0.7666666666666667,1,Neither,Agree,Agree,Agree,2012,3,4,4,2
5,4,4,5,1,0,0,1,1,1,1,2,1,4,3,1,57,1,40,5,3,3,4,5,5,1,0,4,Correct,Correct,1,0,0,0.6,0.8333333333333334,0.5,Disagree Strongly,Disagree,Agree,Agree Strongly,2012,5,4,5,4
4,4,4,4,1,1,1,1,0,1,2,2,2,4,3,1,33,23,55,2,2,1,2,2,3,1,1,3,Correct,Incorrect,0,0,0,0.8,0.4,1,Disagree,Disagree,Agree,Agree,2012,4,4,4,4
4,3,3,4,1,1,1,1,1,2,1,1,2,5,5,1,28,14,45,4,4,2,2,4,3,1,0,2,Correct,Correct,0,1,0,1,0.6333333333333333,0.5,Disagree,Neither,Neither,Agree,2012,4,3,4,3
3,3,3,3,1,0,0,1,0,2,3,1,3,4,3,1,51,4,50,5,3,4,3,3,4,0,0,3,Correct,Incorrect,0,1,1,0.4,0.7333333333333333,0,Neither,Neither,Neither,Neither,2012,3,3,3,3
5,4,4,4,1,0,0,0,1,1,3,1,3,6,3,1,70,17,70,4,3,2,3,2,2,1,0,4,Incorrect,Correct,0,0,1,0.4,0.5333333333333333,0.5,Disagree Strongly,Disagree,Agree,Agree,2012,5,4,4,4
4,3,3,5,1,0,0,0,0,1,2,1,2,6,3,1,18,13,50,2,2,2,3,4,2,1,0,4,Incorrect,Incorrect,0,0,0,0.2,0.5,0.5,Disagree,Neither,Neither,Agree Strongly,2012,4,3,5,3
4,5,5,4,0,0,0,1,1,2,2,2,2,4,2,1,42,22,85,4,2,2,2,3,4,1,1,4,Correct,Correct,0,1,0,0.4,0.5666666666666667,1,Disagree,Disagree Strongly,Agree Strongly,Agree,2012,4,5,4,5
4,4,4,4,1,0,0,0,0,1,2,2,2,5,3,1,46,18,75,3,2,2,2,2,3,1,1,3,Incorrect,Incorrect,0,0,0,0.2,0.4666666666666667,1,Disagree,Disagree,Agree,Agree,2012,4,4,4,4
4,4,4,4,0,0,0,0,1,1,3,2,2,4,1,1,56,8,85,3,2,2,3,4,4,1,1,3,Incorrect,Correct,0,0,1,0.2,0.6,1,Disagree,Disagree,Agree,Agree,2012,4,4,4,4
5,5,4,4,1,0,0,1,1,1,3,2,1,3,2,1,62,12,71,5,2,5,2,2,4,1,0,3,Correct,Correct,1,0,1,0.6,0.6666666666666666,0.5,Disagree Strongly,Disagree Strongly,Agree,Agree,2012,5,4,4,5
4,5,4,5,1,1,1,1,0,2,3,2,2,6,4,1,48,24,30,1,1,1,1,2,4,1,1,1,Correct,Incorrect,0,1,1,0.8,0.3333333333333333,1,Disagree,Disagree Strongly,Agree,Agree Strongly,2012,4,4,5,5
5,5,5,5,0,0,0,0,0,1,3,2,1,4,3,1,24,20,25,3,1,1,1,1,1,1,0,5,Incorrect,Incorrect,1,0,1,0,0.26666666666666666,0.5,Disagree Strongly,Disagree Strongly,Agree Strongly,Agree Strongly,2012,5,5,5,5
4,3,5,3,1,0,0,0,0,1,2,1,2,5,2,1,52,21,70,4,3,3,3,3,4,0,1,4,Incorrect,Incorrect,0,0,0,0.2,0.6666666666666666,0.5,Disagree,Neither,Agree Strongly,Neither,2012,4,5,3,3
5,5,5,5,1,1,1,1,1,1,1,1,2,7,4,1,45,19,100,1,1,1,1,1,1,1,1,5,Correct,Correct,0,0,0,1,0.2,1,Disagree Strongly,Disagree Strongly,Agree Strongly,Agree Strongly,2012,5,5,5,5
5,4,4,5,1,1,1,1,1,2,1,1,2,6,4,1,44,24,50,1,1,1,1,1,1,1,1,2,Correct,Correct,0,1,0,1,0.2,1,Disagree Strongly,Disagree,Agree,Agree Strongly,2012,5,4,5,4
2,2,2,1,1,0,1,1,1,2,2,1,3,4,4,1,23,2,70,4,3,4,4,4,4,0,0,2,Correct,Correct,0,1,0,0.8,0.7666666666666667,0,Agree,Agree,Disagree,Disagree Strongly,2012,2,2,1,2
2,3,3,3,1,1,0,1,1,1,2,2,3,4,3,1,61,6,50,5,3,2,4,2,5,0,0,5,Correct,Correct,0,0,0,0.8,0.7,0,Agree,Neither,Neither,Neither,2012,2,3,3,3
3,2,4,4,1,1,1,0,0,1,4,2,3,4,3,1,60,18,70,5,2,2,3,4,4,0,0,5,Incorrect,Incorrect,0,0,0,0.6,0.6666666666666666,0,Neither,Agree,Agree,Agree,2012,3,4,4,2
3,2,2,1,1,1,1,1,1,1,4,2,1,1,5,1,68,25,85,5,5,5,5,5,4,0,0,2,Correct,Correct,1,0,0,1,0.9666666666666667,0,Neither,Agree,Disagree,Disagree Strongly,2012,3,2,1,2
4,3,5,5,1,1,0,1,1,1,2,1,2,6,2,1,74,13,75,4,3,3,3,2,3,1,1,4,Correct,Correct,0,0,0,0.8,0.6,1,Disagree,Neither,Agree Strongly,Agree Strongly,2012,4,5,5,3
4,4,4,3,1,0,0,1,0,1,3,1,2,6,4,1,25,14,70,4,2,2,1,2,2,1,1,3,Correct,Incorrect,0,0,1,0.4,0.43333333333333335,1,Disagree,Disagree,Agree,Neither,2012,4,4,3,4
5,4,4,5,1,1,1,1,1,1,1,1,2,7,5,1,76,24,50,3,4,2,2,4,4,1,1,4,Correct,Correct,0,0,0,1,0.6333333333333333,1,Disagree Strongly,Disagree,Agree,Agree Strongly,2012,5,4,5,4
4,3,2,1,1,1,0,0,0,1,3,2,3,3,2,1,32,17,75,4,3,2,2,4,5,0,0,3,Incorrect,Incorrect,0,0,1,0.4,0.6666666666666666,0,Disagree,Neither,Disagree,Disagree Strongly,2012,4,2,1,3
3,2,3,3,0,0,0,0,1,2,3,1,3,5,5,1,62,21,50,3,2,2,3,3,3,1,1,4,Incorrect,Correct,0,1,1,0.2,0.5333333333333333,1,Neither,Agree,Neither,Neither,2012,3,3,3,2
2,2,2,2,1,0,1,1,1,2,2,1,1,3,5,1,30,25,65,4,4,4,4,5,4,0,0,2,Correct,Correct,1,1,0,0.8,0.8333333333333334,0,Agree,Agree,Disagree,Disagree,2012,2,2,2,2
3,4,2,1,1,0,0,1,1,2,1,2,1,4,4,1,38,9,70,4,4,3,2,4,4,0,0,5,Correct,Correct,1,1,0,0.6,0.7,0,Neither,Disagree,Disagree,Disagree Strongly,2012,3,2,1,4
5,5,5,5,1,0,1,1,1,1,3,1,3,4,4,1,38,19,50,3,1,1,1,3,1,1,1,5,Correct,Correct,0,0,1,0.8,0.3333333333333333,1,Disagree Strongly,Disagree Strongly,Agree Strongly,Agree Strongly,2012,5,5,5,5
4,5,4,5,1,1,0,0,1,2,4,2,3,6,4,1,18,14,50,1,1,2,3,2,2,1,1,3,Incorrect,Correct,0,1,0,0.6,0.36666666666666664,1,Disagree,Disagree Strongly,Agree,Agree Strongly,2012,4,4,5,5
5,5,5,5,1,0,1,0,0,1,3,2,3,6,2,1,59,22,40,1,1,1,1,3,2,1,1,1,Incorrect,Incorrect,0,0,1,0.4,0.3,1,Disagree Strongly,Disagree Strongly,Agree Strongly,Agree Strongly,2012,5,5,5,5
3,3,3,3,1,1,0,1,1,1,2,1,2,4,4,1,70,13,70,5,3,3,3,5,2,1,1,4,Correct,Correct,0,0,0,0.8,0.7,1,Neither,Neither,Neither,Neither,2012,3,3,3,3
5,5,5,5,0,0,0,0,1,2,1,1,2,4,3,1,23,1,50,3,3,3,3,3,3,0,1,3,Incorrect,Correct,0,1,0,0.2,0.6,0.5,Disagree Strongly,Disagree Strongly,Agree Strongly,Agree Strongly,2012,5,5,5,5
5,4,4,4,1,1,1,1,1,1,4,2,1,2,3,1,23,27,40,4,4,2,5,2,2,0,0,2,Correct,Correct,1,0,0,1,0.6333333333333333,0,Disagree Strongly,Disagree,Agree,Agree,2012,5,4,4,4
4,2,2,4,1,1,1,1,0,1,3,2,1,3,4,1,69,6,70,2,2,2,4,2,4,1,0,5,Correct,Incorrect,1,0,1,0.8,0.5333333333333333,0.5,Disagree,Agree,Disagree,Agree,2012,4,2,4,2
3,4,3,3,1,0,0,0,1,2,2,2,1,4,2,1,45,11,100,5,5,5,4,5,5,1,0,2,Incorrect,Correct,1,1,0,0.4,0.9666666666666667,0.5,Neither,Disagree,Neither,Neither,2012,3,3,3,4
